group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
UniFrac Function,External Rayon Parallel,100000,,,922250.0,ns,2
UniFrac Function,External Rayon Parallel,100000,,,2022916.0,ns,4
UniFrac Function,External Rayon Parallel,100000,,,3009375.0,ns,6
UniFrac Function,External Rayon Parallel,100000,,,3903167.0,ns,8
UniFrac Function,External Rayon Parallel,100000,,,5473625.0,ns,10
UniFrac Function,External Rayon Parallel,100000,,,6247541.0,ns,12
UniFrac Function,External Rayon Parallel,100000,,,7191042.0,ns,14
UniFrac Function,External Rayon Parallel,100000,,,7971042.0,ns,16
UniFrac Function,External Rayon Parallel,100000,,,8874625.0,ns,18
UniFrac Function,External Rayon Parallel,100000,,,10312167.0,ns,20
UniFrac Function,External Rayon Parallel,100000,,,11070917.0,ns,22
UniFrac Function,External Rayon Parallel,100000,,,12068500.0,ns,24
UniFrac Function,External Rayon Parallel,100000,,,13521541.0,ns,26
UniFrac Function,External Rayon Parallel,100000,,,13769083.0,ns,28
UniFrac Function,External Rayon Parallel,100000,,,15236416.0,ns,30
UniFrac Function,External Rayon Parallel,100000,,,15997916.0,ns,32
UniFrac Function,External Rayon Parallel,100000,,,17134500.0,ns,34
UniFrac Function,External Rayon Parallel,100000,,,17888167.0,ns,36
UniFrac Function,External Rayon Parallel,100000,,,19185583.0,ns,38
UniFrac Function,External Rayon Parallel,100000,,,20251375.0,ns,40
UniFrac Function,External Rayon Parallel,100000,,,21248250.0,ns,42
UniFrac Function,External Rayon Parallel,100000,,,22299667.0,ns,44
UniFrac Function,External Rayon Parallel,100000,,,22885500.0,ns,46
UniFrac Function,External Rayon Parallel,100000,,,23914166.0,ns,48
UniFrac Function,External Rayon Parallel,100000,,,25366458.0,ns,50
UniFrac Function,External Rayon Parallel,100000,,,25985500.0,ns,52
UniFrac Function,External Rayon Parallel,100000,,,26952750.0,ns,54
UniFrac Function,External Rayon Parallel,100000,,,28355709.0,ns,56
UniFrac Function,External Rayon Parallel,100000,,,28941083.0,ns,58
UniFrac Function,External Rayon Parallel,100000,,,29831125.0,ns,60
UniFrac Function,External Rayon Parallel,100000,,,30900000.0,ns,62
UniFrac Function,External Rayon Parallel,100000,,,32459791.0,ns,64
UniFrac Function,External Rayon Parallel,100000,,,32890500.0,ns,66
UniFrac Function,External Rayon Parallel,100000,,,33641500.0,ns,68
UniFrac Function,External Rayon Parallel,100000,,,34884500.0,ns,70
UniFrac Function,External Rayon Parallel,100000,,,36058125.0,ns,72
UniFrac Function,External Rayon Parallel,100000,,,36859875.0,ns,74
UniFrac Function,External Rayon Parallel,100000,,,38104667.0,ns,76
UniFrac Function,External Rayon Parallel,100000,,,39525959.0,ns,78
UniFrac Function,External Rayon Parallel,100000,,,40249083.0,ns,80
UniFrac Function,External Rayon Parallel,100000,,,40900083.0,ns,82
UniFrac Function,External Rayon Parallel,100000,,,41589417.0,ns,84
UniFrac Function,External Rayon Parallel,100000,,,42738916.0,ns,86
UniFrac Function,External Rayon Parallel,100000,,,43057583.0,ns,88
UniFrac Function,External Rayon Parallel,100000,,,45202833.0,ns,90
UniFrac Function,External Rayon Parallel,100000,,,45507125.0,ns,92
UniFrac Function,External Rayon Parallel,100000,,,46746709.0,ns,94
UniFrac Function,External Rayon Parallel,100000,,,48136708.0,ns,96
UniFrac Function,External Rayon Parallel,100000,,,49047583.0,ns,98
UniFrac Function,External Rayon Parallel,100000,,,49141208.0,ns,100
UniFrac Function,External Rayon Parallel,100000,,,50251625.0,ns,102
UniFrac Function,External Rayon Parallel,100000,,,50557917.0,ns,104
UniFrac Function,External Rayon Parallel,100000,,,53327917.0,ns,106
UniFrac Function,External Rayon Parallel,100000,,,53742667.0,ns,108
UniFrac Function,External Rayon Parallel,100000,,,54937875.0,ns,110
UniFrac Function,External Rayon Parallel,100000,,,55520625.0,ns,112
UniFrac Function,External Rayon Parallel,100000,,,56245042.0,ns,114
UniFrac Function,External Rayon Parallel,100000,,,58150083.0,ns,116
UniFrac Function,External Rayon Parallel,100000,,,59299916.0,ns,118
UniFrac Function,External Rayon Parallel,100000,,,59326750.0,ns,120
UniFrac Function,External Rayon Parallel,100000,,,59980292.0,ns,122
UniFrac Function,External Rayon Parallel,100000,,,61412708.0,ns,124
UniFrac Function,External Rayon Parallel,100000,,,63321333.0,ns,126
UniFrac Function,External Rayon Parallel,100000,,,63589042.0,ns,128
UniFrac Function,External Rayon Parallel,100000,,,65084333.0,ns,130
UniFrac Function,External Rayon Parallel,100000,,,65928500.0,ns,132
UniFrac Function,External Rayon Parallel,100000,,,66630417.0,ns,134
UniFrac Function,External Rayon Parallel,100000,,,68785667.0,ns,136
UniFrac Function,External Rayon Parallel,100000,,,69225833.0,ns,138
UniFrac Function,External Rayon Parallel,100000,,,72062125.0,ns,140
UniFrac Function,External Rayon Parallel,100000,,,71560292.0,ns,142
UniFrac Function,External Rayon Parallel,100000,,,72497125.0,ns,144
UniFrac Function,External Rayon Parallel,100000,,,71665625.0,ns,146
