group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
UniFrac Function,NDarray vectorized,10,,,985375.0,ns,34815
UniFrac Function,NDarray vectorized,10,,,1966125.0,ns,69630
UniFrac Function,NDarray vectorized,10,,,2954292.0,ns,104445
UniFrac Function,NDarray vectorized,10,,,3996791.0,ns,139260
UniFrac Function,NDarray vectorized,10,,,5064667.0,ns,174075
UniFrac Function,NDarray vectorized,10,,,5978500.0,ns,208890
UniFrac Function,NDarray vectorized,10,,,7137417.0,ns,243705
UniFrac Function,NDarray vectorized,10,,,8198333.0,ns,278520
UniFrac Function,NDarray vectorized,10,,,8973666.0,ns,313335
UniFrac Function,NDarray vectorized,10,,,9955125.0,ns,348150
UniFrac Function,NDarray vectorized,10,,,11046625.0,ns,382965
UniFrac Function,NDarray vectorized,10,,,12028000.0,ns,417780
UniFrac Function,NDarray vectorized,10,,,13295084.0,ns,452595
UniFrac Function,NDarray vectorized,10,,,14165375.0,ns,487410
UniFrac Function,NDarray vectorized,10,,,15371042.0,ns,522225
UniFrac Function,NDarray vectorized,10,,,16148209.0,ns,557040
UniFrac Function,NDarray vectorized,10,,,17398000.0,ns,591855
UniFrac Function,NDarray vectorized,10,,,18304834.0,ns,626670
UniFrac Function,NDarray vectorized,10,,,19414500.0,ns,661485
UniFrac Function,NDarray vectorized,10,,,20183042.0,ns,696300
UniFrac Function,NDarray vectorized,10,,,21193417.0,ns,731115
UniFrac Function,NDarray vectorized,10,,,22146292.0,ns,765930
UniFrac Function,NDarray vectorized,10,,,22999583.0,ns,800745
UniFrac Function,NDarray vectorized,10,,,23609375.0,ns,835560
UniFrac Function,NDarray vectorized,10,,,24705333.0,ns,870375
UniFrac Function,NDarray vectorized,10,,,25592958.0,ns,905190
UniFrac Function,NDarray vectorized,10,,,26617125.0,ns,940005
UniFrac Function,NDarray vectorized,10,,,27544250.0,ns,974820
UniFrac Function,NDarray vectorized,10,,,28516834.0,ns,1009635
UniFrac Function,NDarray vectorized,10,,,30135083.0,ns,1044450
UniFrac Function,NDarray vectorized,10,,,31474167.0,ns,1079265
UniFrac Function,NDarray vectorized,10,,,32595709.0,ns,1114080
UniFrac Function,NDarray vectorized,10,,,33523125.0,ns,1148895
UniFrac Function,NDarray vectorized,10,,,34537875.0,ns,1183710
UniFrac Function,NDarray vectorized,10,,,35492000.0,ns,1218525
UniFrac Function,NDarray vectorized,10,,,36655209.0,ns,1253340
UniFrac Function,NDarray vectorized,10,,,37217792.0,ns,1288155
UniFrac Function,NDarray vectorized,10,,,37792625.0,ns,1322970
UniFrac Function,NDarray vectorized,10,,,38371000.0,ns,1357785
UniFrac Function,NDarray vectorized,10,,,40063625.0,ns,1392600
UniFrac Function,NDarray vectorized,10,,,41275167.0,ns,1427415
UniFrac Function,NDarray vectorized,10,,,42392750.0,ns,1462230
UniFrac Function,NDarray vectorized,10,,,42798084.0,ns,1497045
UniFrac Function,NDarray vectorized,10,,,43473875.0,ns,1531860
UniFrac Function,NDarray vectorized,10,,,44306500.0,ns,1566675
UniFrac Function,NDarray vectorized,10,,,45312833.0,ns,1601490
UniFrac Function,NDarray vectorized,10,,,46270500.0,ns,1636305
UniFrac Function,NDarray vectorized,10,,,47225542.0,ns,1671120
UniFrac Function,NDarray vectorized,10,,,48165000.0,ns,1705935
UniFrac Function,NDarray vectorized,10,,,49122084.0,ns,1740750
UniFrac Function,NDarray vectorized,10,,,50083167.0,ns,1775565
UniFrac Function,NDarray vectorized,10,,,51059750.0,ns,1810380
UniFrac Function,NDarray vectorized,10,,,52043292.0,ns,1845195
UniFrac Function,NDarray vectorized,10,,,53062375.0,ns,1880010
UniFrac Function,NDarray vectorized,10,,,54075292.0,ns,1914825
UniFrac Function,NDarray vectorized,10,,,55033292.0,ns,1949640
UniFrac Function,NDarray vectorized,10,,,56098000.0,ns,1984455
UniFrac Function,NDarray vectorized,10,,,57599958.0,ns,2019270
UniFrac Function,NDarray vectorized,10,,,59253292.0,ns,2054085
UniFrac Function,NDarray vectorized,10,,,60612875.0,ns,2088900
UniFrac Function,NDarray vectorized,10,,,61842500.0,ns,2123715
UniFrac Function,NDarray vectorized,10,,,63989291.0,ns,2158530
UniFrac Function,NDarray vectorized,10,,,64036959.0,ns,2193345
UniFrac Function,NDarray vectorized,10,,,65151583.0,ns,2228160
UniFrac Function,NDarray vectorized,10,,,65692917.0,ns,2262975
UniFrac Function,NDarray vectorized,10,,,65748375.0,ns,2297790
UniFrac Function,NDarray vectorized,10,,,66693666.0,ns,2332605
UniFrac Function,NDarray vectorized,10,,,67754458.0,ns,2367420
UniFrac Function,NDarray vectorized,10,,,69801375.0,ns,2402235
UniFrac Function,NDarray vectorized,10,,,71485375.0,ns,2437050
UniFrac Function,NDarray vectorized,10,,,72691458.0,ns,2471865
UniFrac Function,NDarray vectorized,10,,,73686208.0,ns,2506680
UniFrac Function,NDarray vectorized,10,,,73743375.0,ns,2541495
UniFrac Function,NDarray vectorized,10,,,75139042.0,ns,2576310
UniFrac Function,NDarray vectorized,10,,,75864584.0,ns,2611125
UniFrac Function,NDarray vectorized,10,,,75901500.0,ns,2645940
UniFrac Function,NDarray vectorized,10,,,77090708.0,ns,2680755
UniFrac Function,NDarray vectorized,10,,,78873167.0,ns,2715570
UniFrac Function,NDarray vectorized,10,,,80580042.0,ns,2750385
UniFrac Function,NDarray vectorized,10,,,80145583.0,ns,2785200
UniFrac Function,NDarray vectorized,10,,,80645917.0,ns,2820015
UniFrac Function,NDarray vectorized,10,,,81891792.0,ns,2854830
UniFrac Function,NDarray vectorized,10,,,83139791.0,ns,2889645
UniFrac Function,NDarray vectorized,10,,,84584666.0,ns,2924460
UniFrac Function,NDarray vectorized,10,,,85762792.0,ns,2959275
UniFrac Function,NDarray vectorized,10,,,86850709.0,ns,2994090
UniFrac Function,NDarray vectorized,10,,,86976583.0,ns,3028905
UniFrac Function,NDarray vectorized,10,,,88680875.0,ns,3063720
UniFrac Function,NDarray vectorized,10,,,89556584.0,ns,3098535
UniFrac Function,NDarray vectorized,10,,,89759125.0,ns,3133350
UniFrac Function,NDarray vectorized,10,,,91243250.0,ns,3168165
UniFrac Function,NDarray vectorized,10,,,92797750.0,ns,3202980
UniFrac Function,NDarray vectorized,10,,,93440916.0,ns,3237795
UniFrac Function,NDarray vectorized,10,,,94344167.0,ns,3272610
UniFrac Function,NDarray vectorized,10,,,94810917.0,ns,3307425
UniFrac Function,NDarray vectorized,10,,,97100792.0,ns,3342240
