group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
UniFrac Function,Internal Rayon Parallel,100000,,,1099541.0,ns,12
UniFrac Function,Internal Rayon Parallel,100000,,,1869917.0,ns,24
UniFrac Function,Internal Rayon Parallel,100000,,,3000666.0,ns,36
UniFrac Function,Internal Rayon Parallel,100000,,,5031750.0,ns,48
UniFrac Function,Internal Rayon Parallel,100000,,,3980167.0,ns,60
UniFrac Function,Internal Rayon Parallel,100000,,,6382875.0,ns,72
UniFrac Function,Internal Rayon Parallel,100000,,,7386500.0,ns,84
UniFrac Function,Internal Rayon Parallel,100000,,,7776292.0,ns,96
UniFrac Function,Internal Rayon Parallel,100000,,,8635792.0,ns,108
UniFrac Function,Internal Rayon Parallel,100000,,,10707000.0,ns,120
UniFrac Function,Internal Rayon Parallel,100000,,,11121041.0,ns,132
UniFrac Function,Internal Rayon Parallel,100000,,,11906166.0,ns,144
UniFrac Function,Internal Rayon Parallel,100000,,,13358583.0,ns,156
UniFrac Function,Internal Rayon Parallel,100000,,,13858583.0,ns,168
UniFrac Function,Internal Rayon Parallel,100000,,,15750542.0,ns,180
UniFrac Function,Internal Rayon Parallel,100000,,,17013291.0,ns,192
UniFrac Function,Internal Rayon Parallel,100000,,,18448875.0,ns,204
UniFrac Function,Internal Rayon Parallel,100000,,,18696667.0,ns,216
UniFrac Function,Internal Rayon Parallel,100000,,,20159625.0,ns,228
UniFrac Function,Internal Rayon Parallel,100000,,,20751834.0,ns,240
UniFrac Function,Internal Rayon Parallel,100000,,,19517292.0,ns,252
UniFrac Function,Internal Rayon Parallel,100000,,,21649416.0,ns,264
UniFrac Function,Internal Rayon Parallel,100000,,,24268208.0,ns,276
UniFrac Function,Internal Rayon Parallel,100000,,,23923958.0,ns,288
UniFrac Function,Internal Rayon Parallel,100000,,,24304334.0,ns,300
UniFrac Function,Internal Rayon Parallel,100000,,,27937375.0,ns,312
UniFrac Function,Internal Rayon Parallel,100000,,,28806083.0,ns,324
UniFrac Function,Internal Rayon Parallel,100000,,,30192500.0,ns,336
UniFrac Function,Internal Rayon Parallel,100000,,,28645708.0,ns,348
UniFrac Function,Internal Rayon Parallel,100000,,,23930625.0,ns,360
UniFrac Function,Internal Rayon Parallel,100000,,,24655917.0,ns,372
UniFrac Function,Internal Rayon Parallel,100000,,,31786709.0,ns,384
UniFrac Function,Internal Rayon Parallel,100000,,,34934875.0,ns,396
UniFrac Function,Internal Rayon Parallel,100000,,,34735334.0,ns,408
UniFrac Function,Internal Rayon Parallel,100000,,,35939834.0,ns,420
UniFrac Function,Internal Rayon Parallel,100000,,,37404291.0,ns,432
UniFrac Function,Internal Rayon Parallel,100000,,,38191042.0,ns,444
UniFrac Function,Internal Rayon Parallel,100000,,,40322875.0,ns,456
UniFrac Function,Internal Rayon Parallel,100000,,,41156083.0,ns,468
UniFrac Function,Internal Rayon Parallel,100000,,,42249041.0,ns,480
UniFrac Function,Internal Rayon Parallel,100000,,,41040333.0,ns,492
UniFrac Function,Internal Rayon Parallel,100000,,,42409583.0,ns,504
UniFrac Function,Internal Rayon Parallel,100000,,,42424208.0,ns,516
UniFrac Function,Internal Rayon Parallel,100000,,,44063041.0,ns,528
UniFrac Function,Internal Rayon Parallel,100000,,,46561750.0,ns,540
UniFrac Function,Internal Rayon Parallel,100000,,,49143750.0,ns,552
UniFrac Function,Internal Rayon Parallel,100000,,,47180000.0,ns,564
UniFrac Function,Internal Rayon Parallel,100000,,,49245666.0,ns,576
UniFrac Function,Internal Rayon Parallel,100000,,,49353167.0,ns,588
UniFrac Function,Internal Rayon Parallel,100000,,,52456000.0,ns,600
UniFrac Function,Internal Rayon Parallel,100000,,,52100209.0,ns,612
UniFrac Function,Internal Rayon Parallel,100000,,,52599875.0,ns,624
UniFrac Function,Internal Rayon Parallel,100000,,,53357375.0,ns,636
UniFrac Function,Internal Rayon Parallel,100000,,,54434125.0,ns,648
UniFrac Function,Internal Rayon Parallel,100000,,,55569708.0,ns,660
UniFrac Function,Internal Rayon Parallel,100000,,,46847584.0,ns,672
UniFrac Function,Internal Rayon Parallel,100000,,,54693125.0,ns,684
UniFrac Function,Internal Rayon Parallel,100000,,,58057166.0,ns,696
UniFrac Function,Internal Rayon Parallel,100000,,,60523625.0,ns,708
UniFrac Function,Internal Rayon Parallel,100000,,,61638875.0,ns,720
UniFrac Function,Internal Rayon Parallel,100000,,,61859958.0,ns,732
UniFrac Function,Internal Rayon Parallel,100000,,,62628750.0,ns,744
UniFrac Function,Internal Rayon Parallel,100000,,,64462917.0,ns,756
UniFrac Function,Internal Rayon Parallel,100000,,,66482792.0,ns,768
UniFrac Function,Internal Rayon Parallel,100000,,,67394250.0,ns,780
UniFrac Function,Internal Rayon Parallel,100000,,,65830916.0,ns,792
UniFrac Function,Internal Rayon Parallel,100000,,,68919958.0,ns,804
UniFrac Function,Internal Rayon Parallel,100000,,,69304333.0,ns,816
UniFrac Function,Internal Rayon Parallel,100000,,,69726209.0,ns,828
UniFrac Function,Internal Rayon Parallel,100000,,,72562500.0,ns,840
UniFrac Function,Internal Rayon Parallel,100000,,,71260583.0,ns,852
UniFrac Function,Internal Rayon Parallel,100000,,,74844375.0,ns,864
UniFrac Function,Internal Rayon Parallel,100000,,,62695542.0,ns,876
UniFrac Function,Internal Rayon Parallel,100000,,,75601708.0,ns,888
UniFrac Function,Internal Rayon Parallel,100000,,,76227167.0,ns,900
UniFrac Function,Internal Rayon Parallel,100000,,,78002833.0,ns,912
UniFrac Function,Internal Rayon Parallel,100000,,,76682875.0,ns,924
UniFrac Function,Internal Rayon Parallel,100000,,,82347875.0,ns,936
UniFrac Function,Internal Rayon Parallel,100000,,,80253083.0,ns,948
UniFrac Function,Internal Rayon Parallel,100000,,,81740792.0,ns,960
UniFrac Function,Internal Rayon Parallel,100000,,,86327167.0,ns,972
UniFrac Function,Internal Rayon Parallel,100000,,,85284375.0,ns,984
UniFrac Function,Internal Rayon Parallel,100000,,,85768042.0,ns,996
UniFrac Function,Internal Rayon Parallel,100000,,,87877042.0,ns,1008
UniFrac Function,Internal Rayon Parallel,100000,,,88791667.0,ns,1020
UniFrac Function,Internal Rayon Parallel,100000,,,76153667.0,ns,1032
UniFrac Function,Internal Rayon Parallel,100000,,,90198000.0,ns,1044
UniFrac Function,Internal Rayon Parallel,100000,,,93254958.0,ns,1056
UniFrac Function,Internal Rayon Parallel,100000,,,92351250.0,ns,1068
UniFrac Function,Internal Rayon Parallel,100000,,,82723917.0,ns,1080
UniFrac Function,Internal Rayon Parallel,100000,,,93811167.0,ns,1092
UniFrac Function,Internal Rayon Parallel,100000,,,95752459.0,ns,1104
UniFrac Function,Internal Rayon Parallel,100000,,,97311708.0,ns,1116
UniFrac Function,Internal Rayon Parallel,100000,,,96864583.0,ns,1128
UniFrac Function,Internal Rayon Parallel,100000,,,100544459.0,ns,1140
UniFrac Function,Internal Rayon Parallel,100000,,,101808000.0,ns,1152
UniFrac Function,Internal Rayon Parallel,100000,,,99980167.0,ns,1164
UniFrac Function,Internal Rayon Parallel,100000,,,90369709.0,ns,1176
UniFrac Function,Internal Rayon Parallel,100000,,,103170791.0,ns,1188
UniFrac Function,Internal Rayon Parallel,100000,,,104908625.0,ns,1200
