group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
UniFrac Function,External Rayon Parallel,100000000,,,403064333.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,389843750.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,419293791.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,416939459.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,392829792.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,417660625.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,390192708.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,380856167.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,384911000.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,390434833.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,384649125.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,381599958.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,380573625.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,406810083.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,382929292.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,381998625.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,385333125.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,379021041.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,380964458.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,397187500.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,382342792.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,381225167.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,384139000.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,378144083.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,380359583.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,437869959.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,381318166.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,400049416.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,410266833.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,391952083.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,381438250.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,397795125.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,395400333.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,395042209.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,381853333.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,381719458.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,410807500.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,382703500.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,382099917.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,385986750.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,382478042.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,379033667.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,380665084.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,376926416.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,377911292.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,381406833.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,380516250.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,377752125.0,ns,1
UniFrac Function,External Rayon Parallel,100000000,,,380907834.0,ns,1
